,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Converted,City_encoded,lead origin encoded,lead sources encoded,last activity encoded,lead quality encoded,last notable activity encoded,copy of interview encoded,do not email encoded
4484,5.0,218,5.0,0,4,1,3,12,3,12,0,0
4485,7.0,1284,3.5,1,0,1,1,12,2,12,1,0
4486,3.0,1022,3.0,0,0,1,3,10,3,8,0,0
4487,5.0,1229,2.5,1,0,0,7,12,3,12,0,0
4488,10.0,1398,2.5,1,0,0,1,12,3,12,1,0
4489,4.0,952,4.0,1,1,1,3,5,1,4,0,0
4490,0.0,0,0.0,0,0,0,6,9,3,8,0,0
4491,0.0,0,0.0,0,0,0,6,12,3,12,0,0
4492,1.0,198,1.0,0,0,0,6,9,3,9,0,0
4493,0.0,0,0.0,0,0,0,6,12,3,12,0,0
4494,2.0,476,1.0,1,0,0,11,12,3,12,0,0
4495,4.0,144,4.0,0,0,1,3,5,3,4,1,0
4496,2.0,1226,2.0,1,0,0,3,12,3,12,0,0
4497,10.0,900,5.0,1,2,1,1,12,3,12,1,0
4498,4.0,1609,4.0,1,3,1,1,12,3,12,1,0
4499,0.0,0,0.0,0,0,0,6,12,3,8,0,0
4500,0.0,0,0.0,0,0,0,6,12,3,8,0,0
4501,4.0,9,4.0,0,0,1,3,12,3,8,0,0
4502,0.0,0,0.0,0,0,0,6,9,3,8,0,0
4503,0.0,0,0.0,0,0,0,6,12,3,12,0,0
4504,5.0,1063,2.5,1,4,1,3,5,2,4,0,0
4505,4.0,1416,4.0,1,4,1,3,12,2,12,0,0
4506,3.0,1385,3.0,0,1,1,3,5,3,4,0,0
4507,4.0,337,4.0,0,0,1,1,12,3,12,0,0
4508,4.0,1544,4.0,1,1,1,3,12,2,12,0,0
4509,5.0,608,5.0,0,1,1,1,2,3,1,1,1
4510,7.0,250,1.4,0,1,1,1,3,3,2,0,0
4511,8.0,283,8.0,0,0,1,1,10,3,10,1,0
4512,0.0,0,0.0,1,0,0,6,12,3,12,0,0
4513,0.0,0,0.0,0,0,0,6,9,3,8,0,0
4514,4.0,287,4.0,0,1,1,3,5,3,4,0,0
4515,3.0,389,3.0,0,4,1,3,12,2,12,0,0
4516,4.0,205,4.0,0,1,1,3,12,3,8,0,0
4517,0.0,0,0.0,0,0,0,6,12,3,8,0,0
4518,15.0,978,15.0,0,3,1,1,12,4,8,0,1
4519,0.0,0,0.0,0,0,0,6,2,3,1,0,1
4520,0.0,0,0.0,1,0,0,6,12,2,12,0,0
4521,3.0,382,3.0,0,0,0,7,12,3,12,0,0
4522,2.0,80,2.0,0,0,1,1,5,3,4,1,0
4523,2.0,1495,2.0,1,2,1,3,12,0,12,0,0
4524,9.0,62,2.25,0,2,1,7,3,3,8,1,0
4525,4.0,1701,4.0,1,0,1,3,12,2,12,0,0
4526,6.0,142,3.0,0,4,1,1,5,3,4,0,0
4527,3.0,26,3.0,0,0,0,7,12,3,12,0,0
4528,2.0,1659,2.0,1,2,1,1,5,1,4,1,0
4529,4.0,419,1.33,0,0,1,1,5,3,4,1,0
4530,4.0,48,4.0,0,0,1,3,5,3,4,0,0
4531,8.0,1036,4.0,1,0,0,3,12,2,12,0,0
4532,3.0,1637,3.0,1,0,1,3,5,1,4,0,0
4533,2.0,1014,2.0,0,4,1,3,12,3,12,0,0
4534,4.0,952,4.0,0,3,1,3,5,1,4,0,0
4535,2.0,665,2.0,1,3,1,3,12,3,12,0,0
4536,18.0,13,3.0,0,0,1,3,10,3,10,1,0
4537,4.0,1081,4.0,1,2,1,3,12,2,12,0,0
4538,3.0,152,1.5,0,0,1,1,12,3,8,1,1
4539,0.0,0,0.0,1,0,0,6,12,3,12,0,0
4540,3.0,1490,3.0,1,0,0,3,12,2,12,0,0
4541,4.0,930,4.0,0,0,1,3,5,3,8,0,0
4542,6.0,168,6.0,0,0,1,1,5,4,8,1,0
4543,4.0,429,4.0,1,4,1,3,12,2,12,0,0
4544,14.0,171,7.0,0,1,1,7,5,3,8,1,0
4545,16.0,247,1.45,0,2,1,1,10,4,10,1,1
4546,5.0,1298,2.5,1,3,1,1,10,3,10,1,0
4547,0.0,0,0.0,1,0,0,6,5,1,4,0,0
4548,5.0,1540,2.5,1,3,1,1,5,1,4,1,0
4549,6.0,1027,3.0,1,0,1,3,10,0,10,1,0
4550,0.0,0,0.0,1,0,0,6,5,1,8,0,0
4551,5.0,1220,2.5,1,0,1,3,12,2,12,0,0
4552,0.0,0,0.0,0,0,0,6,5,3,4,0,0
4553,0.0,0,0.0,0,0,0,6,9,3,8,0,0
4554,10.0,1246,5.0,0,0,1,3,12,3,8,0,0
4555,4.0,1225,4.0,1,0,1,1,12,2,12,0,0
4556,3.0,1270,3.0,1,4,1,3,12,0,12,0,0
4557,0.0,0,0.0,0,0,0,6,9,2,8,0,0
4558,3.0,35,3.0,0,0,1,3,5,3,4,1,0
4559,4.0,874,4.0,1,4,1,3,12,2,12,0,0
4560,0.0,0,0.0,0,0,2,10,12,3,8,0,0
4561,0.0,0,0.0,0,0,2,0,5,0,8,0,0
4562,0.0,0,0.0,0,0,0,6,5,3,4,0,0
4563,8.0,68,8.0,0,1,1,3,5,3,4,0,0
4564,2.0,848,1.0,1,0,0,3,5,3,4,0,0
4565,3.0,502,1.5,0,0,0,3,9,3,8,0,0
4566,6.0,748,2.0,0,0,1,1,5,3,4,1,0
4567,0.0,0,0.0,0,0,0,6,9,3,8,0,0
4568,0.0,0,0.0,1,0,2,10,3,1,2,0,0
4569,0.0,0,0.0,1,0,2,10,12,2,12,0,0
4570,3.0,263,3.0,0,4,1,3,12,3,8,0,1
4571,0.0,0,0.0,0,0,0,6,3,3,2,0,0
4572,1.0,649,1.0,0,0,0,3,1,3,8,0,0
4573,7.0,1549,7.0,1,0,1,7,12,2,12,1,0
4574,18.0,301,1.5,0,0,1,1,10,3,10,1,1
4575,2.0,1446,2.0,0,2,1,3,5,3,8,0,0
4576,3.0,201,3.0,0,0,1,3,5,4,8,0,0
4577,5.0,1019,5.0,1,3,1,7,12,2,12,1,0
4578,4.0,2111,4.0,1,0,1,3,12,2,12,0,0
4579,3.0,1039,1.0,0,0,0,3,12,3,8,0,0
4580,0.0,0,0.0,1,0,0,6,12,3,12,0,0
4581,2.0,1049,2.0,1,0,0,7,12,3,12,0,1
4582,0.0,0,0.0,0,0,0,6,5,3,8,0,0
4583,2.0,1520,2.0,1,0,0,3,12,3,12,0,0
4584,6.0,954,3.0,1,3,1,1,5,1,8,1,0
4585,5.0,845,2.5,1,0,1,1,10,4,8,1,0
4586,7.0,1157,2.33,1,0,0,7,12,3,8,0,0
4587,0.0,0,0.0,1,0,0,6,12,3,12,0,0
4588,0.0,0,0.0,0,0,0,6,5,3,4,0,0
4589,0.0,0,0.0,1,0,2,10,12,0,12,0,0
4590,2.0,222,2.0,0,0,0,3,9,3,8,0,0
4591,6.0,1308,3.0,0,0,0,3,5,3,4,0,0
4592,2.0,1871,1.0,1,0,0,3,12,2,12,0,0
4593,2.0,295,2.0,0,0,0,1,5,3,4,0,0
4594,2.0,201,2.0,0,4,1,1,5,3,4,1,0
4595,4.0,1411,4.0,0,0,1,3,12,2,12,0,0
4596,4.0,146,1.0,0,0,0,3,5,3,4,0,0
4597,2.0,430,2.0,1,0,1,1,5,0,8,1,0
4598,3.0,169,3.0,0,0,0,7,9,4,8,0,0
4599,3.0,39,3.0,1,2,1,1,12,3,12,1,0
4600,4.0,5,4.0,0,0,1,1,5,3,4,0,0
4601,12.0,806,3.0,0,2,1,3,12,2,12,0,0
4602,6.0,1028,6.0,1,0,0,7,12,3,12,0,0
4603,0.0,0,0.0,1,0,0,6,9,0,8,0,0
4604,3.0,1010,3.0,1,2,1,3,12,3,12,0,0
4605,3.0,156,2.0,0,0,2,3,2,3,8,0,1
4606,2.0,1106,2.0,1,0,0,7,12,3,12,0,0
4607,10.0,155,5.0,1,0,1,3,12,2,12,1,0
4608,8.0,252,2.67,1,0,1,3,5,3,4,1,0
4609,0.0,0,0.0,0,0,0,6,5,3,4,0,0
4610,2.0,1683,2.0,1,1,1,1,12,2,12,1,0
4611,0.0,0,0.0,0,0,0,6,10,4,10,0,0
4612,0.0,0,0.0,1,0,2,10,5,0,8,0,0
4613,4.0,1144,1.33,1,1,2,10,10,2,10,0,0
4614,3.0,872,3.0,1,0,1,3,13,0,13,0,0
4615,2.0,1160,2.0,0,4,1,1,5,4,4,1,0
4616,2.0,817,2.0,0,0,1,1,5,4,4,1,0
4617,0.0,0,0.0,0,0,0,6,9,4,8,0,0
4618,2.0,877,2.0,0,3,1,1,12,3,8,1,0
4619,0.0,0,0.0,1,0,0,6,12,3,12,0,0
4620,0.0,0,0.0,0,0,0,6,5,1,4,0,0
4621,7.0,542,3.5,0,0,1,7,10,3,10,0,1
4622,3.0,518,3.0,0,0,0,3,9,4,8,0,0
4623,2.0,837,2.0,1,0,1,1,2,1,8,1,1
4624,0.0,0,0.0,1,0,0,6,12,1,12,0,0
4625,3.0,1757,1.5,1,0,0,7,12,3,12,0,0
4626,3.0,11,3.0,0,0,0,7,2,4,8,0,1
4627,2.0,1108,2.0,1,0,1,1,5,1,8,1,0
4628,4.0,1049,4.0,1,1,1,3,12,3,12,0,0
4629,5.0,763,5.0,1,1,1,3,12,3,12,0,0
4630,3.0,9,3.0,0,3,1,1,12,2,12,1,0
4631,5.0,357,2.5,0,4,1,3,5,3,4,0,0
4632,1.0,196,1.0,0,0,1,1,2,3,8,1,1
4633,2.0,1735,2.0,1,0,1,1,5,3,4,1,0
4634,3.0,1500,3.0,1,0,1,1,0,0,8,1,0
4635,3.0,558,3.0,1,0,1,1,10,1,8,1,0
4636,2.0,225,2.0,0,3,1,1,5,4,4,1,0
4637,2.0,69,2.0,0,0,1,1,3,3,2,1,0
4638,0.0,0,0.0,0,0,0,6,5,3,8,0,0
4639,2.0,91,2.0,0,2,1,1,5,3,4,1,0
4640,2.0,156,2.0,0,1,1,1,12,2,12,1,0
4641,2.0,111,2.0,0,0,0,7,1,1,8,0,0
4642,7.0,1434,7.0,1,1,1,1,5,3,4,1,0
4643,6.0,1183,3.0,1,0,1,7,5,0,4,1,0
4644,5.0,138,5.0,0,0,1,1,5,4,4,0,0
4645,2.0,1585,2.0,1,0,1,3,12,3,12,0,0
4646,2.0,1486,2.0,1,0,1,1,12,2,12,1,0
4647,3.0,303,3.0,0,1,1,3,2,3,8,0,1
4648,5.0,567,2.5,1,0,0,3,5,1,4,0,0
4649,5.0,260,5.0,0,0,1,1,12,3,12,1,0
4650,6.0,74,3.0,0,0,1,3,5,3,4,0,0
4651,2.0,840,2.0,1,0,0,3,2,1,1,0,1
4652,7.0,1143,3.5,1,4,1,1,5,3,4,1,0
4653,0.0,0,0.0,1,0,2,3,12,3,12,0,1
4654,0.0,0,0.0,0,0,0,6,5,3,4,0,0
4655,2.0,342,2.0,1,0,0,7,12,3,8,0,1
4656,8.0,598,4.0,0,0,1,1,1,3,8,0,0
4657,0.0,0,0.0,0,0,2,10,5,3,4,0,0
4658,2.0,1517,2.0,0,1,1,1,12,3,8,1,0
4659,12.0,494,3.0,0,4,1,1,5,3,4,1,0
4660,0.0,0,0.0,1,0,2,10,12,3,12,0,1
4661,0.0,0,0.0,0,0,0,6,5,3,4,0,0
4662,1.0,846,1.0,1,0,2,14,10,0,8,0,0
4663,3.0,1199,1.0,1,0,0,3,12,3,12,0,0
4664,0.0,0,0.0,0,0,0,6,5,3,4,0,0
4665,3.0,206,3.0,1,2,1,1,12,2,12,1,0
4666,3.0,204,1.5,0,0,0,3,1,3,8,0,0
4667,0.0,0,0.0,1,0,0,6,5,3,4,0,0
4668,3.0,427,3.0,0,0,0,7,5,3,8,0,0
4669,2.0,238,1.0,0,0,0,3,5,3,4,0,0
4670,2.0,1237,1.0,0,0,0,3,5,4,4,0,0
4671,3.0,170,3.0,1,0,1,3,12,2,12,0,0
4672,3.0,205,3.0,1,5,1,1,12,3,12,1,0
4673,0.0,0,0.0,0,0,0,6,9,3,8,0,0
4674,7.0,894,3.5,1,0,1,3,12,3,12,1,0
4675,0.0,0,0.0,1,0,2,14,12,3,12,0,0
4676,0.0,0,0.0,1,0,2,10,7,0,8,1,0
4677,2.0,1585,2.0,1,2,1,1,12,2,12,1,0
4678,3.0,127,3.0,0,0,1,1,5,3,4,1,0
4679,2.0,252,2.0,1,0,0,3,5,3,4,0,0
4680,0.0,0,0.0,1,0,2,14,12,3,12,0,0
4681,4.0,905,4.0,1,0,1,3,12,3,12,1,0
4682,8.0,88,8.0,1,0,0,3,12,3,12,0,0
4683,3.0,112,3.0,1,0,1,1,12,2,12,1,0
4684,5.0,220,5.0,0,0,1,3,5,3,4,0,0
4685,6.0,310,3.0,0,0,0,3,5,3,4,0,0
4686,19.0,312,2.38,1,0,1,1,12,2,12,1,0
4687,5.0,1035,2.5,0,1,1,7,5,3,4,1,0
4688,8.0,914,2.67,1,1,1,7,5,1,4,1,0
4689,9.0,278,9.0,0,2,1,3,5,3,8,0,0
4690,0.0,0,0.0,1,0,0,6,5,3,4,0,0
4691,0.0,0,0.0,0,0,0,6,5,3,4,0,0
4692,3.0,399,3.0,0,0,0,7,12,2,12,0,0
4693,0.0,0,0.0,1,0,2,14,12,3,8,0,0
4694,0.0,0,0.0,0,0,0,6,9,3,9,0,0
4695,8.0,159,2.67,0,0,1,3,10,3,10,0,0
4696,3.0,457,3.0,0,0,1,1,12,3,12,0,0
4697,2.0,82,2.0,0,1,1,1,5,3,4,1,0
4698,12.0,48,3.0,0,0,1,3,10,3,10,1,0
4699,0.0,0,0.0,0,0,0,6,5,3,4,0,0
4700,0.0,0,0.0,1,0,2,10,5,2,4,0,0
4701,0.0,0,0.0,0,0,0,6,9,3,8,0,0
4702,3.0,990,3.0,0,0,1,3,5,3,8,0,0
4703,9.0,87,4.5,1,0,1,3,12,2,12,0,0
4704,0.0,0,0.0,0,0,0,6,5,3,4,0,0
4705,7.0,1402,7.0,0,1,1,1,12,3,12,0,0
4706,3.0,165,3.0,0,0,1,3,5,4,4,0,0
4707,0.0,0,0.0,1,0,2,14,12,3,12,0,0
4708,4.0,1237,2.0,1,2,1,1,12,2,12,1,0
4709,1.0,45,1.0,0,3,1,1,1,3,8,1,0
4710,0.0,0,0.0,0,0,0,6,5,3,4,0,0
4711,5.0,345,2.5,0,2,1,7,5,3,4,1,0
4712,4.0,16,4.0,0,0,0,7,3,3,2,0,0
4713,6.0,246,3.0,0,0,1,3,10,3,10,0,0
4714,0.0,0,0.0,0,0,0,6,12,3,8,0,0
4715,0.0,0,0.0,0,0,0,6,5,3,4,0,0
4716,3.0,225,3.0,0,0,1,7,12,3,8,1,1
4717,3.0,1590,3.0,1,2,1,3,12,1,12,0,0
4718,4.0,154,4.0,0,4,1,1,10,3,10,0,0
4719,5.0,1436,2.5,1,3,1,3,5,3,4,0,0
4720,2.0,312,2.0,0,0,1,3,5,2,4,0,0
4721,5.0,106,5.0,0,0,1,1,5,3,4,0,0
4722,8.0,170,4.0,0,0,1,1,2,4,1,1,1
4723,0.0,0,0.0,1,0,2,14,3,3,2,0,0
4724,4.0,709,4.0,1,0,1,3,10,2,8,0,0
4725,3.0,260,1.5,0,0,0,3,9,4,8,0,0
4726,4.0,1708,4.0,0,4,1,3,5,3,4,0,0
4727,3.0,12,3.0,0,0,1,1,3,3,2,0,0
4728,4.0,609,2.0,0,0,0,3,10,3,10,0,0
4729,4.0,148,4.0,0,0,1,1,5,3,4,1,0
4730,2.0,271,2.0,0,1,1,1,2,3,8,0,1
4731,3.0,89,3.0,1,3,1,1,5,1,4,1,0
4732,0.0,0,0.0,1,1,2,10,12,0,12,0,0
4733,0.0,0,0.0,1,0,0,6,5,0,4,0,0
4734,2.0,1680,2.0,1,0,1,1,12,2,12,0,0
4735,0.0,0,0.0,1,0,0,6,5,0,4,0,0
4736,6.0,347,6.0,0,0,1,3,12,3,12,0,1
4737,8.0,1620,4.0,1,4,1,3,5,0,4,0,0
4738,7.0,845,7.0,1,4,1,7,3,0,2,0,0
4739,2.0,267,2.0,1,0,1,1,12,3,8,1,0
4740,4.0,1054,1.33,1,0,0,1,5,3,4,0,0
4741,1.0,206,1.0,0,0,1,1,1,3,8,1,0
4742,3.0,1101,3.0,1,0,1,1,12,0,12,1,0
4743,2.0,1507,2.0,1,4,1,3,12,3,12,0,0
4744,0.0,0,0.0,0,0,0,6,12,3,12,0,0
4745,4.0,84,4.0,0,0,1,1,12,3,8,1,0
4746,4.0,21,4.0,0,0,1,1,12,2,12,0,0
4747,3.0,154,3.0,0,0,1,1,10,3,8,0,1
4748,8.0,387,8.0,1,0,1,7,12,0,12,1,0
4749,0.0,0,0.0,0,0,0,6,9,3,8,0,0
4750,2.0,1380,2.0,1,1,1,1,12,3,12,0,0
4751,8.0,96,8.0,0,0,1,1,12,2,12,1,0
4752,5.0,286,5.0,0,4,1,3,12,2,12,0,0
4753,5.0,1880,5.0,1,0,1,1,5,0,4,1,0
4754,0.0,0,0.0,0,0,0,6,2,3,8,0,1
4755,8.0,77,8.0,0,0,1,1,12,3,12,1,1
4756,2.0,416,2.0,0,3,1,3,5,3,4,0,0
4757,10.0,568,5.0,1,0,1,1,12,2,12,1,0
4758,4.0,1082,4.0,1,1,0,7,10,3,8,0,0
4759,0.0,0,0.0,0,0,0,6,9,3,8,0,0
4760,4.0,426,4.0,0,0,1,1,10,3,8,1,1
4761,4.0,30,2.0,1,4,1,1,5,0,4,0,0
4762,7.0,32,7.0,0,0,1,1,5,4,4,1,0
4763,1.0,431,1.0,0,0,1,1,2,3,8,1,1
4764,4.0,1276,4.0,0,0,1,3,12,2,12,0,0
4765,4.0,980,2.0,1,0,1,1,10,3,10,1,0
4766,4.0,1886,2.0,1,4,1,1,5,3,4,1,0
4767,0.0,0,0.0,0,0,0,6,9,3,9,0,0
4768,0.0,0,0.0,0,0,0,6,9,3,9,0,0
4769,9.0,185,3.0,1,4,1,3,5,2,4,0,0
4770,2.0,1220,2.0,0,0,0,3,5,3,4,0,0
4771,0.0,0,0.0,1,0,2,10,12,2,12,0,0
4772,0.0,0,0.0,1,0,2,10,12,2,12,0,0
4773,0.0,0,0.0,1,0,2,10,12,2,12,0,0
4774,0.0,0,0.0,1,0,0,6,5,3,4,0,0
4775,0.0,0,0.0,1,0,2,10,12,2,12,0,0
4776,0.0,0,0.0,1,0,2,10,12,2,12,0,0
4777,0.0,0,0.0,1,0,2,10,12,0,8,0,0
4778,0.0,0,0.0,0,0,2,10,5,1,4,0,0
4779,0.0,0,0.0,1,0,2,10,3,0,2,0,0
4780,0.0,0,0.0,1,0,0,6,12,3,12,0,0
4781,0.0,0,0.0,1,0,2,10,12,2,12,0,0
4782,0.0,0,0.0,1,0,2,10,12,2,12,0,0
4783,0.0,0,0.0,0,0,0,6,9,3,8,0,0
4784,0.0,0,0.0,1,0,2,10,12,2,12,0,0
4785,2.0,1217,1.0,0,0,0,3,9,3,8,0,0
4786,0.0,0,0.0,1,0,2,10,12,2,12,0,0
4787,5.0,236,2.5,0,0,1,3,12,3,12,1,0
4788,0.0,0,0.0,1,0,2,10,12,2,12,0,0
4789,2.0,1486,2.0,1,2,1,1,12,2,12,1,0
4790,4.0,12,2.0,0,3,1,1,5,3,4,1,0
4791,0.0,0,0.0,1,0,2,10,12,2,12,0,0
4792,0.0,0,0.0,0,0,0,6,2,4,1,0,1
4793,4.0,1189,4.0,1,0,1,7,12,2,12,0,0
4794,2.0,1177,1.0,1,0,0,3,12,3,12,0,0
4795,4.0,918,2.0,1,0,0,7,10,2,10,0,0
4796,3.0,18,1.5,0,0,0,3,5,3,4,0,0
4797,3.0,1105,3.0,1,4,1,1,12,3,12,1,0
4798,1.0,260,1.0,0,0,1,1,1,3,8,1,0
4799,8.0,1651,8.0,1,0,0,7,12,2,12,0,0
4800,0.0,0,0.0,0,0,0,6,9,3,8,0,1
4801,4.0,773,4.0,1,0,1,1,5,2,4,1,0
4802,2.0,1198,1.0,1,0,0,7,12,3,12,0,0
4803,2.0,1598,2.0,1,4,1,1,12,2,12,1,0
4804,0.0,0,0.0,1,0,2,3,5,3,4,0,0
4805,2.0,177,2.0,0,0,1,1,12,3,8,1,0
4806,5.0,212,5.0,0,4,1,3,5,3,4,0,0
4807,2.0,1378,2.0,1,0,0,3,12,3,12,0,0
4808,6.0,425,6.0,0,0,1,3,5,3,4,0,0
4809,4.0,976,4.0,1,0,0,7,12,3,12,0,0
4810,0.0,0,0.0,1,0,0,6,5,3,4,0,0
4811,2.0,746,2.0,0,0,0,3,5,3,4,0,0
4812,0.0,0,0.0,1,0,2,14,12,3,8,0,0
4813,3.0,1114,3.0,0,0,0,3,5,3,8,0,0
4814,6.0,324,3.0,0,0,1,3,5,3,4,0,0
4815,5.0,519,5.0,1,0,1,7,12,3,12,0,0
4816,3.0,1341,3.0,1,1,0,3,12,0,12,0,0
4817,5.0,1136,2.5,0,0,1,3,10,3,8,0,0
4818,3.0,5,3.0,0,1,1,1,5,3,4,1,0
4819,7.0,242,3.5,1,0,1,3,10,3,10,0,0
4820,3.0,1353,3.0,0,3,1,1,5,3,4,1,0
4821,2.0,682,2.0,0,3,1,1,5,3,4,1,0
4822,5.0,1826,2.5,1,0,1,3,5,2,4,0,0
4823,2.0,125,2.0,0,0,1,1,14,3,14,0,1
4824,4.0,956,1.33,0,0,0,7,12,3,12,0,0
4825,3.0,815,1.5,1,0,0,3,12,3,12,0,0
4826,5.0,1411,5.0,1,4,1,3,12,3,12,0,0
4827,7.0,1010,2.33,1,4,1,3,12,2,12,0,0
4828,3.0,1174,3.0,0,1,1,7,1,3,8,1,0
4829,3.0,100,1.5,0,0,0,3,5,3,4,0,0
4830,0.0,0,0.0,1,0,2,14,12,3,8,0,0
4831,0.0,0,0.0,1,0,2,3,12,3,8,0,0
4832,3.0,1678,3.0,1,4,2,10,5,0,4,0,0
4833,7.0,1164,7.0,1,0,1,1,12,3,12,1,0
4834,2.0,139,2.0,1,0,0,3,12,3,12,0,0
4835,0.0,0,0.0,0,0,0,6,9,4,8,0,0
4836,1.0,296,1.0,0,0,1,1,2,3,8,0,1
4837,3.0,1510,3.0,1,3,0,3,5,0,4,0,0
4838,0.0,0,0.0,1,0,2,10,12,0,12,0,0
4839,8.0,1255,8.0,1,0,1,1,5,0,4,1,0
4840,4.0,153,4.0,0,0,0,7,12,2,12,0,0
4841,4.0,231,4.0,0,4,1,1,7,3,8,1,0
4842,0.0,0,0.0,0,0,0,6,5,3,4,0,0
4843,0.0,0,0.0,1,0,2,3,12,0,12,0,0
4844,4.0,1502,2.0,1,0,1,1,12,2,12,0,0
4845,0.0,0,0.0,0,0,0,6,9,3,8,0,0
4846,4.0,308,4.0,0,3,1,1,12,3,12,1,0
4847,7.0,1237,7.0,1,0,0,7,12,2,12,0,0
4848,4.0,347,4.0,0,2,1,1,5,3,4,1,0
4849,0.0,0,0.0,1,0,0,6,0,0,8,0,0
4850,4.0,391,4.0,1,4,1,1,10,3,8,1,0
4851,2.0,1310,1.0,1,0,0,3,12,2,12,0,0
4852,2.0,253,2.0,1,0,0,7,12,2,12,0,0
4853,6.0,115,6.0,0,0,1,7,12,2,12,1,0
4854,5.0,421,2.5,0,0,1,3,5,4,4,1,0
4855,0.0,0,0.0,1,0,0,6,12,3,12,0,0
4856,0.0,0,0.0,1,0,2,10,12,2,12,0,0
4857,0.0,0,0.0,1,0,0,6,12,3,12,0,0
4858,4.0,1388,4.0,1,0,1,1,12,2,12,1,0
4859,0.0,0,0.0,0,0,0,6,5,3,4,0,0
4860,7.0,1398,3.5,1,0,1,3,12,2,12,0,0
4861,5.0,235,5.0,1,5,1,3,12,3,12,0,0
4862,2.0,1007,2.0,1,0,1,1,12,2,12,1,0
4863,6.0,1399,6.0,1,4,1,1,5,3,4,1,0
4864,0.0,0,0.0,0,0,0,6,9,3,8,0,0
4865,3.0,1383,3.0,1,0,1,1,12,2,12,1,0
4866,3.0,325,3.0,0,0,1,3,5,3,4,0,0
4867,4.0,1005,1.33,1,0,1,1,12,3,12,1,0
4868,5.0,803,2.5,1,4,1,1,12,2,12,1,0
4869,2.0,1321,2.0,1,0,1,1,5,1,4,1,0
4870,0.0,0,0.0,0,0,0,6,5,3,4,0,0
4871,5.0,1533,2.5,0,0,0,1,5,3,4,0,0
4872,2.0,41,2.0,1,0,1,1,5,0,4,0,0
4873,4.0,128,4.0,1,4,1,1,12,3,12,1,0
4874,3.0,231,3.0,0,0,1,1,12,3,12,1,1
4875,4.0,1115,4.0,1,0,1,3,10,2,8,0,0
4876,5.0,91,2.5,0,0,1,1,9,3,9,0,0
4877,4.0,1148,4.0,1,0,1,3,12,3,12,0,0
4878,2.0,916,2.0,1,1,0,3,5,2,4,0,0
4879,0.0,0,0.0,1,0,2,14,5,3,4,0,0
4880,5.0,1436,5.0,1,0,1,3,5,1,4,0,0
4881,4.0,913,4.0,1,3,1,1,5,2,4,1,0
4882,0.0,0,0.0,1,0,0,6,9,1,8,0,0
4883,2.0,56,2.0,0,0,0,3,2,3,8,0,1
4884,5.0,497,5.0,0,0,1,3,5,3,4,0,0
4885,4.0,1192,4.0,1,1,1,1,12,3,12,1,0
4886,0.0,0,0.0,0,0,0,6,12,3,12,0,1
4887,3.0,458,3.0,0,0,1,1,5,4,4,1,0
4888,13.0,58,2.6,0,0,0,3,9,3,9,0,0
4889,7.0,212,1.75,0,0,0,3,10,3,10,0,1
4890,0.0,0,0.0,1,0,2,10,5,2,4,0,0
4891,0.0,0,0.0,1,0,0,6,5,2,4,0,0
4892,3.0,1076,1.0,1,4,2,10,7,0,8,1,0
4893,4.0,395,2.0,0,4,1,3,12,3,12,0,0
4894,4.0,770,4.0,0,0,1,1,12,3,8,0,0
4895,11.0,78,5.5,0,3,1,1,5,2,4,1,0
4896,2.0,1236,2.0,1,4,1,3,12,2,12,0,0
4897,8.0,1677,2.0,0,4,1,1,10,3,8,1,0
4898,0.0,0,0.0,1,0,0,6,12,3,12,0,0
4899,6.0,246,6.0,1,0,1,7,5,3,4,1,0
4900,3.0,1672,2.0,1,0,2,10,5,0,8,0,0
4901,2.0,693,1.0,1,0,0,3,12,3,12,0,0
4902,3.0,1464,2.0,1,0,2,10,5,2,8,0,0
4903,12.0,150,3.0,0,0,1,3,5,3,4,0,0
4904,2.0,1273,2.0,0,0,0,3,10,3,8,0,0
4905,0.0,0,0.0,1,0,0,6,12,3,12,0,0
4906,2.0,102,2.0,0,0,0,3,12,3,12,0,0
4907,3.0,256,3.0,0,0,1,3,7,3,8,0,0
4908,0.0,0,0.0,0,0,0,6,9,3,8,0,0
4909,0.0,0,0.0,1,0,0,6,12,2,12,0,0
4910,0.0,0,0.0,0,0,0,6,5,3,4,0,0
4911,4.0,452,1.33,0,0,0,3,9,3,8,0,0
4912,3.0,350,3.0,0,0,1,1,9,4,8,0,0
4913,0.0,0,0.0,1,0,0,6,12,2,12,0,0
4914,9.0,165,4.5,0,0,1,1,5,2,4,0,0
4915,2.0,47,2.0,0,0,1,1,5,3,4,1,0
4916,0.0,0,0.0,0,0,0,6,9,3,8,0,0
4917,0.0,0,0.0,0,0,0,6,9,3,9,0,0
4918,3.0,53,1.5,0,0,0,3,12,3,12,0,0
4919,0.0,0,0.0,1,0,0,6,12,3,12,0,0
4920,0.0,0,0.0,1,0,0,6,12,3,12,0,0
4921,2.0,170,2.0,0,0,0,3,3,3,2,0,0
4922,3.0,1742,3.0,1,0,1,1,5,3,4,1,0
4923,3.0,1040,3.0,1,0,0,3,12,3,12,0,1
4924,2.0,30,2.0,1,0,0,3,12,3,12,0,0
4925,4.0,827,4.0,1,0,1,3,10,1,8,0,0
4926,6.0,1668,6.0,1,0,1,3,12,2,12,0,1
4927,2.0,1795,2.0,1,0,1,3,12,2,12,0,0
