,Lead Origin,Lead Source,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Lead Quality,City,Last Notable Activity,A free copy of Mastering The Interview,Do Not Email,Converted
4819,Landing Page Submission,Google,7.0,242,3.5,Page Visited on Website,Not Sure,Mumbai,Page Visited on Website,No,No,1
4820,Landing Page Submission,Direct Traffic,3.0,1353,3.0,Email Opened,Not Sure,Other Metro Cities,Email Opened,Yes,No,0
4821,Landing Page Submission,Direct Traffic,2.0,682,2.0,Email Opened,Not Sure,Other Metro Cities,Email Opened,Yes,No,0
4822,Landing Page Submission,Google,5.0,1826,2.5,Email Opened,Might be,Mumbai,Email Opened,No,No,1
4823,Landing Page Submission,Direct Traffic,2.0,125,2.0,Unsubscribed,Not Sure,Mumbai,Unsubscribed,No,Yes,0
4824,API,Organic Search,4.0,956,1.33,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,0
4825,API,Google,3.0,815,1.5,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,1
4826,Landing Page Submission,Google,5.0,1411,5.0,SMS Sent,Not Sure,Thane & Outskirts,SMS Sent,No,No,1
4827,Landing Page Submission,Google,7.0,1010,2.33,SMS Sent,Might be,Thane & Outskirts,SMS Sent,No,No,1
4828,Landing Page Submission,Organic Search,3.0,1174,3.0,Converted to Lead,Not Sure,Other Cities,Modified,Yes,No,0
4829,API,Google,3.0,100,1.5,Email Opened,Not Sure,Mumbai,Email Opened,No,No,0
4830,Lead Add Form,Welingak Website,0.0,0,0.0,SMS Sent,Not Sure,Mumbai,Modified,No,No,1
4831,Lead Add Form,Google,0.0,0,0.0,SMS Sent,Not Sure,Mumbai,Modified,No,No,1
4832,Lead Add Form,Reference,3.0,1678,3.0,Email Opened,High in Relevance,Thane & Outskirts,Email Opened,No,No,1
4833,Landing Page Submission,Direct Traffic,7.0,1164,7.0,SMS Sent,Not Sure,Mumbai,SMS Sent,Yes,No,1
4834,API,Google,2.0,139,2.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,1
4835,API,Olark Chat,0.0,0,0.0,Olark Chat Conversation,Worst,Mumbai,Modified,No,No,0
4836,Landing Page Submission,Direct Traffic,1.0,296,1.0,Email Bounced,Not Sure,Mumbai,Modified,No,Yes,0
4837,API,Google,3.0,1510,3.0,Email Opened,High in Relevance,Other Metro Cities,Email Opened,No,No,1
4838,Lead Add Form,Reference,0.0,0,0.0,SMS Sent,High in Relevance,Mumbai,SMS Sent,No,No,1
4839,Landing Page Submission,Direct Traffic,8.0,1255,8.0,Email Opened,High in Relevance,Mumbai,Email Opened,Yes,No,1
4840,API,Organic Search,4.0,153,4.0,SMS Sent,Might be,Mumbai,SMS Sent,No,No,0
4841,Landing Page Submission,Direct Traffic,4.0,231,4.0,Form Submitted on Website,Not Sure,Thane & Outskirts,Modified,Yes,No,0
4842,API,Olark Chat,0.0,0,0.0,Email Opened,Not Sure,Mumbai,Email Opened,No,No,0
4843,Lead Add Form,Google,0.0,0,0.0,SMS Sent,High in Relevance,Mumbai,SMS Sent,No,No,1
4844,Landing Page Submission,Direct Traffic,4.0,1502,2.0,SMS Sent,Might be,Mumbai,SMS Sent,No,No,1
4845,API,Olark Chat,0.0,0,0.0,Olark Chat Conversation,Not Sure,Mumbai,Modified,No,No,0
4846,Landing Page Submission,Direct Traffic,4.0,308,4.0,SMS Sent,Not Sure,Other Metro Cities,SMS Sent,Yes,No,0
4847,API,Organic Search,7.0,1237,7.0,SMS Sent,Might be,Mumbai,SMS Sent,No,No,1
4848,Landing Page Submission,Direct Traffic,4.0,347,4.0,Email Opened,Not Sure,Other Cities of Maharashtra,Email Opened,Yes,No,0
4849,API,Olark Chat,0.0,0,0.0,Approached upfront,High in Relevance,Mumbai,Modified,No,No,1
4850,Landing Page Submission,Direct Traffic,4.0,391,4.0,Page Visited on Website,Not Sure,Thane & Outskirts,Modified,Yes,No,1
4851,API,Google,2.0,1310,1.0,SMS Sent,Might be,Mumbai,SMS Sent,No,No,1
4852,API,Organic Search,2.0,253,2.0,SMS Sent,Might be,Mumbai,SMS Sent,No,No,1
4853,Landing Page Submission,Organic Search,6.0,115,6.0,SMS Sent,Might be,Mumbai,SMS Sent,Yes,No,0
4854,Landing Page Submission,Google,5.0,421,2.5,Email Opened,Worst,Mumbai,Email Opened,Yes,No,0
4855,API,Olark Chat,0.0,0,0.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,1
4856,Lead Add Form,Reference,0.0,0,0.0,SMS Sent,Might be,Mumbai,SMS Sent,No,No,1
4857,API,Olark Chat,0.0,0,0.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,1
4858,Landing Page Submission,Direct Traffic,4.0,1388,4.0,SMS Sent,Might be,Mumbai,SMS Sent,Yes,No,1
4859,API,Olark Chat,0.0,0,0.0,Email Opened,Not Sure,Mumbai,Email Opened,No,No,0
4860,Landing Page Submission,Google,7.0,1398,3.5,SMS Sent,Might be,Mumbai,SMS Sent,No,No,1
4861,Landing Page Submission,Google,5.0,235,5.0,SMS Sent,Not Sure,Tier II Cities,SMS Sent,No,No,1
4862,Landing Page Submission,Direct Traffic,2.0,1007,2.0,SMS Sent,Might be,Mumbai,SMS Sent,Yes,No,1
4863,Landing Page Submission,Direct Traffic,6.0,1399,6.0,Email Opened,Not Sure,Thane & Outskirts,Email Opened,Yes,No,1
4864,API,Olark Chat,0.0,0,0.0,Olark Chat Conversation,Not Sure,Mumbai,Modified,No,No,0
4865,Landing Page Submission,Direct Traffic,3.0,1383,3.0,SMS Sent,Might be,Mumbai,SMS Sent,Yes,No,1
4866,Landing Page Submission,Google,3.0,325,3.0,Email Opened,Not Sure,Mumbai,Email Opened,No,No,0
4867,Landing Page Submission,Direct Traffic,4.0,1005,1.33,SMS Sent,Not Sure,Mumbai,SMS Sent,Yes,No,1
4868,Landing Page Submission,Direct Traffic,5.0,803,2.5,SMS Sent,Might be,Thane & Outskirts,SMS Sent,Yes,No,1
4869,Landing Page Submission,Direct Traffic,2.0,1321,2.0,Email Opened,Low in Relevance,Mumbai,Email Opened,Yes,No,1
4870,API,Olark Chat,0.0,0,0.0,Email Opened,Not Sure,Mumbai,Email Opened,No,No,0
4871,API,Direct Traffic,5.0,1533,2.5,Email Opened,Not Sure,Mumbai,Email Opened,No,No,0
4872,Landing Page Submission,Direct Traffic,2.0,41,2.0,Email Opened,High in Relevance,Mumbai,Email Opened,No,No,1
4873,Landing Page Submission,Direct Traffic,4.0,128,4.0,SMS Sent,Not Sure,Thane & Outskirts,SMS Sent,Yes,No,1
4874,Landing Page Submission,Direct Traffic,3.0,231,3.0,SMS Sent,Not Sure,Mumbai,SMS Sent,Yes,Yes,0
4875,Landing Page Submission,Google,4.0,1115,4.0,Page Visited on Website,Might be,Mumbai,Modified,No,No,1
4876,Landing Page Submission,Direct Traffic,5.0,91,2.5,Olark Chat Conversation,Not Sure,Mumbai,Olark Chat Conversation,No,No,0
4877,Landing Page Submission,Google,4.0,1148,4.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,1
4878,API,Google,2.0,916,2.0,Email Opened,Might be,Other Cities,Email Opened,No,No,1
4879,Lead Add Form,Welingak Website,0.0,0,0.0,Email Opened,Not Sure,Mumbai,Email Opened,No,No,1
4880,Landing Page Submission,Google,5.0,1436,5.0,Email Opened,Low in Relevance,Mumbai,Email Opened,No,No,1
4881,Landing Page Submission,Direct Traffic,4.0,913,4.0,Email Opened,Might be,Other Metro Cities,Email Opened,Yes,No,1
4882,API,Olark Chat,0.0,0,0.0,Olark Chat Conversation,Low in Relevance,Mumbai,Modified,No,No,1
4883,API,Google,2.0,56,2.0,Email Bounced,Not Sure,Mumbai,Modified,No,Yes,0
4884,Landing Page Submission,Google,5.0,497,5.0,Email Opened,Not Sure,Mumbai,Email Opened,No,No,0
4885,Landing Page Submission,Direct Traffic,4.0,1192,4.0,SMS Sent,Not Sure,Other Cities,SMS Sent,Yes,No,1
4886,API,Olark Chat,0.0,0,0.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,Yes,0
4887,Landing Page Submission,Direct Traffic,3.0,458,3.0,Email Opened,Worst,Mumbai,Email Opened,Yes,No,0
4888,API,Google,13.0,58,2.6,Olark Chat Conversation,Not Sure,Mumbai,Olark Chat Conversation,No,No,0
4889,API,Google,7.0,212,1.75,Page Visited on Website,Not Sure,Mumbai,Page Visited on Website,No,Yes,0
4890,Lead Add Form,Reference,0.0,0,0.0,Email Opened,Might be,Mumbai,Email Opened,No,No,1
4891,API,Olark Chat,0.0,0,0.0,Email Opened,Might be,Mumbai,Email Opened,No,No,1
4892,Lead Add Form,Reference,3.0,1076,1.0,Form Submitted on Website,High in Relevance,Thane & Outskirts,Modified,Yes,No,1
4893,Landing Page Submission,Google,4.0,395,2.0,SMS Sent,Not Sure,Thane & Outskirts,SMS Sent,No,No,0
4894,Landing Page Submission,Direct Traffic,4.0,770,4.0,SMS Sent,Not Sure,Mumbai,Modified,No,No,0
4895,Landing Page Submission,Direct Traffic,11.0,78,5.5,Email Opened,Might be,Other Metro Cities,Email Opened,Yes,No,0
4896,Landing Page Submission,Google,2.0,1236,2.0,SMS Sent,Might be,Thane & Outskirts,SMS Sent,No,No,1
4897,Landing Page Submission,Direct Traffic,8.0,1677,2.0,Page Visited on Website,Not Sure,Thane & Outskirts,Modified,Yes,No,0
4898,API,Olark Chat,0.0,0,0.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,1
4899,Landing Page Submission,Organic Search,6.0,246,6.0,Email Opened,Not Sure,Mumbai,Email Opened,Yes,No,1
4900,Lead Add Form,Reference,3.0,1672,2.0,Email Opened,High in Relevance,Mumbai,Modified,No,No,1
4901,API,Google,2.0,693,1.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,1
4902,Lead Add Form,Reference,3.0,1464,2.0,Email Opened,Might be,Mumbai,Modified,No,No,1
4903,Landing Page Submission,Google,12.0,150,3.0,Email Opened,Not Sure,Mumbai,Email Opened,No,No,0
4904,API,Google,2.0,1273,2.0,Page Visited on Website,Not Sure,Mumbai,Modified,No,No,0
4905,API,Olark Chat,0.0,0,0.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,1
4906,API,Google,2.0,102,2.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,0
4907,Landing Page Submission,Google,3.0,256,3.0,Form Submitted on Website,Not Sure,Mumbai,Modified,No,No,0
4908,API,Olark Chat,0.0,0,0.0,Olark Chat Conversation,Not Sure,Mumbai,Modified,No,No,0
4909,API,Olark Chat,0.0,0,0.0,SMS Sent,Might be,Mumbai,SMS Sent,No,No,1
4910,API,Olark Chat,0.0,0,0.0,Email Opened,Not Sure,Mumbai,Email Opened,No,No,0
4911,API,Google,4.0,452,1.33,Olark Chat Conversation,Not Sure,Mumbai,Modified,No,No,0
4912,Landing Page Submission,Direct Traffic,3.0,350,3.0,Olark Chat Conversation,Worst,Mumbai,Modified,No,No,0
4913,API,Olark Chat,0.0,0,0.0,SMS Sent,Might be,Mumbai,SMS Sent,No,No,1
4914,Landing Page Submission,Direct Traffic,9.0,165,4.5,Email Opened,Might be,Mumbai,Email Opened,No,No,0
4915,Landing Page Submission,Direct Traffic,2.0,47,2.0,Email Opened,Not Sure,Mumbai,Email Opened,Yes,No,0
4916,API,Olark Chat,0.0,0,0.0,Olark Chat Conversation,Not Sure,Mumbai,Modified,No,No,0
4917,API,Olark Chat,0.0,0,0.0,Olark Chat Conversation,Not Sure,Mumbai,Olark Chat Conversation,No,No,0
4918,API,Google,3.0,53,1.5,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,0
4919,API,Olark Chat,0.0,0,0.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,1
4920,API,Olark Chat,0.0,0,0.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,1
4921,API,Google,2.0,170,2.0,Email Link Clicked,Not Sure,Mumbai,Email Link Clicked,No,No,0
4922,Landing Page Submission,Direct Traffic,3.0,1742,3.0,Email Opened,Not Sure,Mumbai,Email Opened,Yes,No,1
4923,API,Google,3.0,1040,3.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,Yes,1
4924,API,Google,2.0,30,2.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,1
4925,Landing Page Submission,Google,4.0,827,4.0,Page Visited on Website,Low in Relevance,Mumbai,Modified,No,No,1
4926,Landing Page Submission,Google,6.0,1668,6.0,SMS Sent,Might be,Mumbai,SMS Sent,No,Yes,1
4927,Landing Page Submission,Google,2.0,1795,2.0,SMS Sent,Might be,Mumbai,SMS Sent,No,No,1
4928,API,Olark Chat,0.0,0,0.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,1
4929,Landing Page Submission,Google,12.0,1117,2.4,Page Visited on Website,Not Sure,Mumbai,Modified,Yes,No,1
4930,Landing Page Submission,Google,2.0,1542,2.0,Email Opened,Not Sure,Mumbai,Email Opened,No,No,1
4931,Landing Page Submission,Google,6.0,262,6.0,SMS Sent,Not Sure,Mumbai,SMS Sent,Yes,No,0
4932,Landing Page Submission,Google,2.0,1016,2.0,Email Bounced,Not Sure,Mumbai,Modified,No,Yes,0
4933,API,Olark Chat,0.0,0,0.0,Olark Chat Conversation,Worst,Mumbai,Modified,No,No,0
4934,API,Google,3.0,130,3.0,SMS Sent,Might be,Mumbai,SMS Sent,No,No,1
4935,API,Google,6.0,1094,2.0,SMS Sent,Might be,Mumbai,SMS Sent,No,No,1
4936,Landing Page Submission,Google,2.0,336,2.0,Email Opened,Might be,Mumbai,Email Opened,No,No,0
4937,Landing Page Submission,Google,3.0,234,3.0,SMS Sent,Not Sure,Thane & Outskirts,SMS Sent,No,No,0
4938,Landing Page Submission,Google,2.0,31,2.0,SMS Sent,Not Sure,Other Cities,SMS Sent,No,No,0
4939,API,Olark Chat,0.0,0,0.0,Olark Chat Conversation,Not Sure,Mumbai,Modified,No,No,0
4940,API,Google,4.0,926,4.0,SMS Sent,Might be,Mumbai,SMS Sent,Yes,No,1
4941,API,Google,2.0,970,1.0,SMS Sent,Might be,Mumbai,SMS Sent,No,No,1
4942,Landing Page Submission,Google,3.0,1360,3.0,SMS Sent,Might be,Other Cities of Maharashtra,SMS Sent,No,No,1
4943,Landing Page Submission,Google,5.0,725,2.5,SMS Sent,Might be,Mumbai,SMS Sent,No,No,1
4944,API,Google,2.0,979,2.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,1
4945,Landing Page Submission,Direct Traffic,5.0,327,2.5,Email Opened,Not Sure,Mumbai,Email Opened,Yes,No,0
4946,API,Olark Chat,3.0,93,3.0,Page Visited on Website,Not Sure,Mumbai,Page Visited on Website,No,No,0
4947,API,Organic Search,4.0,804,1.33,SMS Sent,Might be,Mumbai,SMS Sent,No,No,1
4948,API,Google,3.0,789,1.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,1
4949,Landing Page Submission,Organic Search,6.0,1295,3.0,SMS Sent,Not Sure,Mumbai,SMS Sent,Yes,No,1
4950,API,Olark Chat,0.0,0,0.0,Page Visited on Website,Worst,Mumbai,Page Visited on Website,No,Yes,0
4951,API,Google,3.0,937,1.5,Email Opened,Worst,Mumbai,Email Opened,No,No,0
4952,API,Organic Search,9.0,234,4.5,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,1
4953,Landing Page Submission,Google,5.0,201,5.0,SMS Sent,Not Sure,Thane & Outskirts,Modified,Yes,No,0
4954,Landing Page Submission,Direct Traffic,12.0,9,1.71,Page Visited on Website,Not Sure,Mumbai,Page Visited on Website,Yes,No,0
4955,API,Google,9.0,1416,1.8,SMS Sent,Might be,Mumbai,SMS Sent,No,No,1
4956,API,Olark Chat,3.0,334,1.5,Email Opened,Not Sure,Mumbai,Email Opened,Yes,No,0
4957,API,Olark Chat,0.0,0,0.0,SMS Sent,Might be,Mumbai,SMS Sent,No,No,1
4958,Landing Page Submission,Google,5.0,463,5.0,Email Opened,Not Sure,Mumbai,Email Opened,No,No,0
4959,API,Google,1.0,397,1.0,Converted to Lead,Might be,Mumbai,Modified,No,No,0
4960,Landing Page Submission,Direct Traffic,6.0,548,2.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,1
4961,Landing Page Submission,Google,2.0,663,2.0,Email Opened,Not Sure,Thane & Outskirts,Email Opened,No,No,0
4962,API,Google,2.0,202,2.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,0
4963,Landing Page Submission,Google,3.0,1358,3.0,SMS Sent,Might be,Mumbai,SMS Sent,No,No,1
4964,Landing Page Submission,Direct Traffic,3.0,219,3.0,Email Opened,Might be,Mumbai,Modified,Yes,No,0
4965,Landing Page Submission,Google,3.0,1768,3.0,Email Opened,Not Sure,Other Cities,Email Opened,No,No,1
4966,Landing Page Submission,Google,3.0,261,3.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,0
4967,API,Google,2.0,221,2.0,Olark Chat Conversation,Not Sure,Mumbai,Modified,No,No,0
4968,Landing Page Submission,Google,3.0,1031,3.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,1
4969,Landing Page Submission,Google,6.0,942,3.0,Email Opened,Low in Relevance,Other Cities of Maharashtra,Email Opened,No,No,1
4970,API,Olark Chat,0.0,0,0.0,Email Bounced,Not Sure,Mumbai,Email Bounced,No,Yes,0
4971,API,Google,7.0,1522,7.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,1
4972,API,Olark Chat,0.0,0,0.0,Email Opened,Might be,Mumbai,Modified,No,No,0
4973,API,Organic Search,3.0,951,1.5,SMS Sent,Not Sure,Mumbai,Modified,No,No,1
4974,Landing Page Submission,Organic Search,13.0,1311,1.86,Email Opened,High in Relevance,Mumbai,Email Opened,Yes,No,1
4975,Landing Page Submission,Direct Traffic,3.0,389,3.0,Unsubscribed,Not Sure,Other Cities,Unsubscribed,Yes,Yes,0
4976,Landing Page Submission,Organic Search,3.0,1291,3.0,Converted to Lead,Worst,Other Cities of Maharashtra,Modified,Yes,No,0
4977,Landing Page Submission,Google,6.0,1047,6.0,SMS Sent,Might be,Thane & Outskirts,SMS Sent,No,Yes,1
4978,Landing Page Submission,Google,4.0,1123,4.0,SMS Sent,Might be,Other Cities,SMS Sent,No,No,0
4979,API,Organic Search,4.0,861,4.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,1
4980,API,Google,2.0,197,2.0,Email Opened,Might be,Mumbai,Email Opened,No,No,0
4981,Landing Page Submission,Organic Search,8.0,286,8.0,Olark Chat Conversation,Not Sure,Other Cities,Olark Chat Conversation,Yes,No,0
4982,API,Google,3.0,1774,3.0,Email Opened,High in Relevance,Mumbai,Email Opened,No,No,1
4983,API,Olark Chat,0.0,0,0.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,1
4984,Landing Page Submission,Direct Traffic,7.0,1500,2.33,SMS Sent,High in Relevance,Mumbai,SMS Sent,No,No,1
4985,Landing Page Submission,Google,5.0,401,5.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,0
4986,Landing Page Submission,Google,4.0,948,4.0,SMS Sent,Not Sure,Other Cities of Maharashtra,SMS Sent,No,No,0
4987,Landing Page Submission,Google,3.0,1493,3.0,Converted to Lead,Not Sure,Mumbai,Modified,No,No,0
4988,API,Direct Traffic,4.0,32,2.0,Email Opened,Worst,Mumbai,Email Opened,No,No,0
4989,Landing Page Submission,Direct Traffic,5.0,209,1.67,SMS Sent,Might be,Mumbai,SMS Sent,No,No,0
4990,Landing Page Submission,Direct Traffic,2.0,129,2.0,SMS Sent,Might be,Other Cities of Maharashtra,SMS Sent,Yes,No,1
4991,Landing Page Submission,Direct Traffic,5.0,1006,5.0,SMS Sent,Might be,Other Cities of Maharashtra,SMS Sent,Yes,No,0
4992,Landing Page Submission,Direct Traffic,6.0,109,6.0,SMS Sent,Might be,Mumbai,SMS Sent,Yes,No,1
4993,API,Olark Chat,0.0,0,0.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,1
4994,API,Organic Search,3.0,1219,3.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,0
4995,Landing Page Submission,Direct Traffic,2.0,1984,2.0,Converted to Lead,Not Sure,Other Cities,Modified,Yes,No,0
4996,API,Organic Search,3.0,151,3.0,Email Opened,Not Sure,Mumbai,Email Opened,No,No,0
4997,Landing Page Submission,Direct Traffic,3.0,370,3.0,SMS Sent,Might be,Mumbai,SMS Sent,Yes,No,1
4998,API,Olark Chat,0.0,0,0.0,Olark Chat Conversation,Not Sure,Mumbai,Olark Chat Conversation,No,No,0
4999,Landing Page Submission,Google,4.0,305,4.0,Page Visited on Website,Worst,Other Cities,Modified,Yes,No,0
5000,API,Google,2.0,1651,2.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,1
5001,Landing Page Submission,Direct Traffic,7.0,358,7.0,Email Opened,Not Sure,Mumbai,Email Opened,Yes,No,0
5002,Landing Page Submission,Direct Traffic,4.0,373,2.0,SMS Sent,Might be,Mumbai,SMS Sent,Yes,No,0
5003,API,Olark Chat,0.0,0,0.0,Olark Chat Conversation,Not Sure,Mumbai,Olark Chat Conversation,No,No,0
5004,API,Olark Chat,0.0,0,0.0,Olark Chat Conversation,Not Sure,Mumbai,Modified,No,No,0
5005,API,Google,4.0,84,4.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,0
5006,API,Google,4.0,507,4.0,Email Link Clicked,Worst,Mumbai,Email Link Clicked,No,No,0
5007,API,Organic Search,11.0,1494,11.0,SMS Sent,Might be,Mumbai,SMS Sent,No,Yes,1
5008,Landing Page Submission,Direct Traffic,2.0,272,2.0,Email Opened,Might be,Mumbai,Email Opened,Yes,No,0
5009,API,Google,11.0,115,5.5,SMS Sent,Might be,Other Metro Cities,SMS Sent,Yes,No,1
5010,Landing Page Submission,Organic Search,7.0,941,7.0,Email Opened,High in Relevance,Mumbai,Email Opened,No,No,1
5011,Landing Page Submission,Direct Traffic,3.0,71,1.5,SMS Sent,Not Sure,Other Cities,SMS Sent,Yes,No,0
5012,Landing Page Submission,Google,3.0,1033,3.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,1
5013,API,Olark Chat,0.0,0,0.0,Olark Chat Conversation,Not Sure,Mumbai,Modified,No,No,0
5014,API,Olark Chat,1.0,119,1.0,Olark Chat Conversation,Not Sure,Mumbai,Olark Chat Conversation,No,No,0
5015,Landing Page Submission,Direct Traffic,3.0,1281,3.0,SMS Sent,Not Sure,Mumbai,SMS Sent,Yes,No,1
5016,API,Olark Chat,0.0,0,0.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,1
5017,Landing Page Submission,Direct Traffic,7.0,90,2.33,Page Visited on Website,Worst,Other Cities of Maharashtra,Modified,Yes,No,0
5018,Landing Page Submission,Google,4.0,43,4.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,0
5019,Landing Page Submission,Direct Traffic,6.0,1957,1.5,SMS Sent,Might be,Other Cities of Maharashtra,SMS Sent,Yes,No,1
5020,Landing Page Submission,Google,5.0,1004,2.5,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,0
5021,API,Google,2.0,1260,2.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,1
5022,API,Olark Chat,0.0,0,0.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,1
5023,Landing Page Submission,Google,4.0,291,4.0,Email Bounced,Not Sure,Mumbai,Modified,No,Yes,0
5024,Landing Page Submission,Direct Traffic,2.0,1083,2.0,SMS Sent,Not Sure,Other Metro Cities,SMS Sent,Yes,No,0
5025,API,Organic Search,2.0,278,2.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,0
5026,API,Organic Search,26.0,120,13.0,SMS Sent,Might be,Mumbai,SMS Sent,No,No,1
5027,Landing Page Submission,Direct Traffic,2.0,1496,2.0,SMS Sent,Might be,Other Metro Cities,SMS Sent,Yes,No,1
5028,API,Organic Search,5.0,527,5.0,SMS Sent,Might be,Mumbai,SMS Sent,No,No,0
5029,API,Organic Search,2.0,0,2.0,SMS Sent,Might be,Mumbai,SMS Sent,No,No,0
5030,API,Olark Chat,0.0,0,0.0,SMS Sent,Might be,Mumbai,SMS Sent,No,No,0
5031,API,Organic Search,4.0,29,1.33,Form Submitted on Website,Not Sure,Mumbai,Modified,No,No,0
5032,Landing Page Submission,Organic Search,10.0,1337,10.0,SMS Sent,Not Sure,Other Metro Cities,SMS Sent,Yes,No,1
5033,Landing Page Submission,Organic Search,14.0,302,3.5,SMS Sent,Might be,Mumbai,SMS Sent,Yes,No,0
5034,Landing Page Submission,Google,4.0,1589,4.0,Email Opened,Not Sure,Mumbai,Modified,No,No,0
5035,Landing Page Submission,Google,4.0,384,4.0,SMS Sent,Might be,Mumbai,SMS Sent,No,No,1
5036,API,Olark Chat,0.0,0,0.0,SMS Sent,Might be,Mumbai,SMS Sent,No,No,1
5037,Landing Page Submission,Direct Traffic,4.0,1524,4.0,Email Link Clicked,Might be,Mumbai,Email Link Clicked,Yes,No,1
5038,Landing Page Submission,Google,10.0,1306,2.5,Page Visited on Website,Worst,Thane & Outskirts,Page Visited on Website,Yes,No,0
5039,Landing Page Submission,Direct Traffic,2.0,74,2.0,SMS Sent,Not Sure,Mumbai,SMS Sent,Yes,No,0
5040,Landing Page Submission,Google,2.0,105,2.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,0
5041,API,Google,4.0,109,1.33,Converted to Lead,Not Sure,Mumbai,Modified,No,No,0
5042,Landing Page Submission,Direct Traffic,4.0,1477,4.0,SMS Sent,Might be,Mumbai,SMS Sent,Yes,No,1
5043,Landing Page Submission,Google,5.0,576,5.0,Email Opened,Low in Relevance,Other Cities of Maharashtra,Email Opened,No,No,1
5044,API,Olark Chat,0.0,0,0.0,SMS Sent,Might be,Mumbai,SMS Sent,No,No,1
5045,Landing Page Submission,Direct Traffic,9.0,701,9.0,SMS Sent,Not Sure,Other Metro Cities,SMS Sent,Yes,Yes,0
5046,API,Olark Chat,0.0,0,0.0,Email Opened,Not Sure,Mumbai,Email Opened,No,No,0
5047,Landing Page Submission,Google,8.0,108,4.0,Page Visited on Website,Not Sure,Mumbai,Page Visited on Website,No,No,0
5048,Landing Page Submission,Google,3.0,465,3.0,SMS Sent,Not Sure,Mumbai,Modified,Yes,No,0
5049,Lead Add Form,Reference,0.0,0,0.0,Email Opened,Not Sure,Mumbai,Email Opened,No,No,1
5050,Landing Page Submission,Google,3.0,1303,3.0,SMS Sent,Might be,Thane & Outskirts,SMS Sent,No,No,1
